mondo_id,disease_name,status,review_priority,low_confidence_card,needs_manual_review,reason,recommended_rerank_handling
MONDO:0010901,HEC syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016237,diffuse neonatal hemangiomatosis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016238,solitary fibrous tumor,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009331,isolated hemihyperplasia,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016241,alternating hemiplegia of childhood,manual_review_required,high,False,True,v59_hpo_external_validation_conflict,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0008918,carnitine-acylcarnitine translocase deficiency,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016243,hemoglobin E disease,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016244,atypical hemolytic-uremic syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009569,Hennekam-Beemer syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016256,Hennekam syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016264,autoimmune hepatitis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016281,"46,XX ovotesticular disorder of sex development",ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016290,Hernández-Aguirre Negrete syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0005711,congenital diaphragmatic hernia,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0011007,diaphragmatic defect-limb deficiency-skull defect syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009104,Donnai-Barrow syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0015564,Castleman disease,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016291,"craniosynostosis, Herrmann-Opitz type",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0010239,lissencephaly type 1 due to doublecortin gene mutation,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016292,nodular neuronal heterotopia,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016294,Hirschsprung disease-type D brachydactyly syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0013082,Hirschsprung disease-ganglioneuroblastoma syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009341,Mowat-Wilson syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009342,Hirschsprung disease-hearing loss-polydactyly syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009345,histidinemia,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009346,histidinuria due to a renal tubular defect,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016296,holoprosencephaly,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0010952,hereditary hyperferritinemia with congenital cataracts,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0011059,holoprosencephaly-craniosynostosis syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016299,holoprosencephaly-caudal dysgenesis syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009921,holoprosencephaly-postaxial polydactyly syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009350,Holzgreve-Wagner-Rehder syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009354,methylcobalamin deficiency type cblE,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009565,microcephaly-glomerulonephritis-marfanoid habitus syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016331,infantile systemic hyalinosis,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016344,hydranencephaly,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0010972,hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009363,hydrocephaly-tall stature-joint laxity syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0008963,Chediak-Higashi syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0010611,X-linked hydrocephalus with stenosis of the aqueduct of Sylvius,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016346,hydrocephalus-obesity-hypogonadism syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0043164,palmer pagon syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016349,congenital hydrocephalus,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0006037,hydrolethalus syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009548,renal hypomagnesemia 5 with ocular involvement,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016352,obsolete idiopathic inherited hypercalciuria,manual_review_required,high,True,True,v59_hpo_external_validation_conflict,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007856,palmoplantar keratoderma-esophageal carcinoma syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007758,"epidermolytic palmoplantar keratoderma, 1",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007860,focal palmoplantar and gingival keratoderma,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0010908,loose anagen syndrome,ready_with_limitations,high,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials;some_top_v59_hpo_not_externally_confirmed,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016353,palmoplantar keratoderma-spastic paralysis syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007852,palmoplantar keratoderma-deafness syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009388,hyperlysinemia,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0100527,"dysplastic cortical hyperostosis, Kozlowski-Tsuruta type",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007127,diffuse idiopathic skeletal hyperostosis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016366,maternal phenylketonuria,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009402,acrofrontofacionasal dysostosis 2,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009404,"hypertelorism, microtia, facial clefting syndrome",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009012,multiple pterygium-malignant hyperthermia syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016378,maternal hyperthermia induced birth defects,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0008388,ringed hair disease,ready_with_limitations,high,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials;some_top_v59_hpo_not_externally_confirmed,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009405,cervical hypertrichosis-peripheral neuropathy syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007693,hypertrichosis cubiti-short stature syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016380,acquired hypertrichosis lanuginosa,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016381,hypertrichosis lanuginosa congenita,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0008582,tooth and nail syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0008915,dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009420,primary hypergonadotropic hypogonadism-partial alopecia syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016385,hypogonadism-mitral valve prolapse-intellectual disability syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0010617,male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016386,hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0008686,isolated familial wooly hair disorder,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007797,hypoparathyroidism-deafness-renal disease syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016390,familial hypoparathyroidism,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0010618,familial isolated hypoparathyroidism due to agenesis of parathyroid gland,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0100354,megacystis-microcolon-intestinal hypoperistalsis syndrome 1,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016392,cerebellar hypoplasia-tapetoretinal degeneration syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0004933,hypoplastic left heart syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0010165,ulna hypoplasia-intellectual disability syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0011323,"arhinia, choanal atresia, and microphthalmia",ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0008562,thumb deformity-alopecia-pigmentation anomaly syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0008357,radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0013433,primary sclerosing cholangitis,manual_review_required,high,False,True,v59_hpo_external_validation_conflict,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016395,foveal hypoplasia-presenile cataract syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016396,pontocerebellar hypoplasia type 1,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0010802,pancreatic hypoplasia-diabetes-congenital heart disease syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009233,Fibulo-ulnar hypoplasia-renal anomalies syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009936,familial primary pulmonary hypoplasia,manual_review_required,high,False,True,v59_hpo_external_validation_conflict,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016407,oligomeganephronia,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009435,"hypospadias-intellectual disability, Goldblatt type syndrome",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016414,"hypotrichosis-intellectual disability, Lopes type",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0000133,immunodeficiency-centromeric instability-facial anomalies syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009444,ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome,manual_review_required,high,True,True,v59_hpo_external_validation_conflict,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0015762,progressive familial intrahepatic cholestasis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016417,congenital ichthyosis-microcephalus-tetraplegia syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0100212,IFAP syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009445,ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009446,ichthyosis-intellectual disability-dwarfism-renal impairment syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016433,dysmorphism-short stature-deafness-disorder of sex development syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007188,primary basilar invagination,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007820,fused mandibular incisors,ready_with_limitations,high,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials;some_top_v59_hpo_not_externally_confirmed,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0011327,neuronal intranuclear inclusion disease,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009635,microvillus inclusion disease,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0008180,congenital velopharyngeal incompetence,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0015827,distal renal tubular acidosis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0015766,cholera,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007842,"joint laxity, familial",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0012520,insulin-resistance syndrome type A,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016464,insulin-resistance syndrome type B,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009010,aortic arch interruption,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009465,multiple intestinal atresia,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0014097,congenital short bowel syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0016466,asbestosis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016467,isotretinoin syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009473,isotretinoin-like syndrome,manual_review_required,high,False,True,v59_hpo_external_validation_conflict,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007836,IVIC syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007983,Schmid metaphyseal chondrodysplasia,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007838,Jacobsen syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0016471,pachyonychia congenita,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0009516,absence deformity of leg-cataract syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0010180,autosomal recessive spondylocostal dysostosis,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0007818,"hyper-IgE recurrent infection syndrome 1, autosomal dominant",manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009479,Johanson-Blizzard syndrome,ready_with_limitations,medium,False,False,confirmatory_tests_not_found;clinical_course_not_found;authoritative_differential_not_found;candidate_mimics_are_model_derived_not_clinical_differentials,use_for_rag_with_evidence_limitations; do_not_treat_missing_fields_as_negative
MONDO:0007837,Johnson neuroectodermal syndrome,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
MONDO:0009480,Joubert syndrome with oculorenal defect,manual_review_required,high,True,True,,include_only_with_warning_or_downweight; review_mapping_or_missing_authoritative_evidence_before_primary_explanation
